"an","aff_str","ror_ids","match_status","Unnamed: 4","ror_names"
"7199048","Aligarh Muslim University","03kw9gc02","TP","","Aligarh Muslim University"
"7199054","School of Engineering and Technology Central University of Haryana","03mtwkv54","TP","","Central University of Haryana"
"7199054","Cluster Innovation Center, University of Delhi","04gzb2213","TP","","University of Delhi"
"7199055","National Key Laboratory of Science and Technology on Aerodynamic Design and Research, Northwestern Polytechnical University, Xi’an","01y0j0j86","TP","","Northwestern Polytechnical University"
"7199055","Department of Mechanical \& Industrial Engineering, Ryerson University, Toronto","05g13zd79","TP","","Toronto Metropolitan University"
"7199056","State Key Laboratory of Petroleum Resources and Prospecting, National Engineering Laboratory for Offshore Oil Exploration, China University of Petroleum","041qf4r12","TP","","China University of Petroleum, Beijing"
"7199056","Division of Applied Mathematics, Brown University","05gq02987","TP","","Brown University"
"7199057","Laboratory of Computational Physics, Institute of Applied Physics and Computational Mathematics","","FN","",""
"7199057","Institute of Mathematics, Jilin University","00js3aw79","TP","","Jilin University"
"7199057","School of Mathematics, Jilin University","00js3aw79","TP","","Jilin University"
"7199058","Department of Mathematics and Statistics, The University of Lahore Gujrat Campus","0584fj407","FP_wrong","","University of North Alabama"
"7199058","NUTECH, School of Applied Sciences and Humanities, National University of Technology","05e21fw44","TP","","National University of Technology"
"7199058","Department of Mathematics and Statistics, International Islamic University","03s9hs139","FP_wrong","","International Islamic University Malaysia"
"7199059","Faculty of Applied Sciences, Ton Duc Thang University","01drq0835","TP","","Ton Duc Thang University"
"7199059","Young Researcher and Elite Club, Khomeinishahr Branch, Islamic Azad University","02558wk32","FP_wrong","","Islamic Azad University, Arak"
"7199059","Department of Mechanical Engineering, Isfahan University of Technology","00af3sa43","TP","","Isfahan University of Technology"
"7199059","Department of Mechanical Engineering, Khomeinishahr Branch, Islamic Azad University","02558wk32","FP_wrong","","Islamic Azad University, Arak"
"7199059","School of Mechanical, Aerospace and Civil Engineering (MACE), The University of Manchester","027m9bs27","TP","","University of Manchester"
"7199059","Laboratory of Magnetism and Magnetic Materials, Advanced Institute of Materials Science, Ton Duc Thang University","01drq0835","TP","","Ton Duc Thang University"
"7199060","Departamento de Ingeniería Bioquímica, Tecnológico Nacional de México, Instituto Tecnológico de Celaya","00davry38","TP","","Tecnológico Nacional de México"
"7199060","Departamento de Ingeniería Bioquímica, Tecnológico Nacional de México, Instituto Tecnológico de Celaya","03tamv273","TP","","Technological Institute of Celaya"
"7199060","Centro Regional de Optimización y Desarrollo, Tecnológico Nacional de México","00davry38","TP","","Tecnológico Nacional de México"
"7199060","Departamento de Ingeniería Química, Tecnológico Nacional de México, Instituto Tecnológico de Celaya","00davry38","TP","","Tecnológico Nacional de México"
"7199060","Departamento de Ingeniería Química, Tecnológico Nacional de México, Instituto Tecnológico de Celaya","03tamv273","TP","","Technological Institute of Celaya"
"7199060","Departamento de Ingeniería, Arquitectura y Diseño, Universidad Iberoamericana Torreón, Torreón","00f1wmk62","TP","","Universidad Iberoamericana León"
"7199061","Department of Mechanical Engineering, Madan Mohan Malaviya University of Technology","04h1w2j35","TP","","Madan Mohan Malaviya University of Technology"
"7199062","School of Mathematics and Statistics, Xi’an Jiaotong University","017zhmm22","TP","","Xi'an Jiaotong University"
"7199063","FIQ, Universidad Nacional del Litoral (UNL) and Consejo Nacional de Investigaciones científicas y técnicas (CONICET)","00pt8r998","TP","","Universidad Nacional del Litoral"
"7199063","FIQ, Universidad Nacional del Litoral (UNL) and Consejo Nacional de Investigaciones científicas y técnicas (CONICET)","03cqe8w59","TP","","Consejo Nacional de Investigaciones Científicas y Técnicas"
"7199064","Faculty of Mathematics Sciences, University of Guilan","01bdr6121","TP","","University of Guilan"
"7199065","Department of Mathematics, Anhui Science and Technology University","01pn91c28","TP","","Anhui Science and Technology University"
"7199065","Department of Mathematics, Nanjing University of Aeronautics and Astronautics","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7199066","The Center for Subsurface Modeling, The Institute for Computational Engineering and Sciences, The University of Texas at Austin","00hj54h04","TP","","The University of Texas at Austin"
"7199066","Department of Mathematics \& Institute for Scientific Computation (ISC), Texas A&M University, College Station","01f5ytq51","TP","","Texas A&M University"
"7199066","Department of Mathematics, The Chinese University of Hong Kong (CUHK)","00t33hh48","TP","","Chinese University of Hong Kong"
"7199066","Multiscale model reduction laboratory, North-Eastern Federal University, Yakutsk","02p6aa271","TP","","North-Eastern Federal University"
"7199067","Department of Mathematical Sciences, United Arab Emirates University","01mema083","FP_wrong","","Emirates Aviation University"
"7199067","Department of Mathematics, Indian Institute of Technology","01kh5gc44","FP_wrong","","Indian Institute of Technology BHU"
"7199068","School of Mathematics and Physics, University of Science and Technology Beijing","02egmk993","TP","","University of Science and Technology Beijing"
"7199068","School of Mathematical Sciences, Queensland University of Technology","03pnv4752","TP","","Queensland University of Technology"
"7199069","State Key Laboratory of Coastal and Offshore Engineering, Dalian University of Technology","023hj5876","TP","","Dalian University of Technology"
"7199069","School of Hydraulic Engineering, Faculty of Infrastructure Engineering, Dalian University of Technology","023hj5876","TP","","Dalian University of Technology"
"7199069","Centre for Offshore Foundation Systems, School of Civil Environmental and Mining Engineering, the University of Western Australia","047272k79","TP","","The University of Western Australia"
"7199069","College of Water Conservancy \& Environmental Engineering, Zhengzhou University","04ypx8c21","TP","","Zhengzhou University"
"7199070","School of Mathematics and Statistics, Zhengzhou University","04ypx8c21","TP","","Zhengzhou University"
"7199071","Department of Applied Mathematics, IMUVA and Faculty of Science, Universidad de Valladolid","01fvbaw18","TP","","Universidad de Valladolid"
"7199071","CITIC, Department of Mathematics, Universidade da Coruña","037b6wy35","TP","","CITIC Group (China)"
"7199071","CITIC, Department of Mathematics, Universidade da Coruña","01qckj285","TP","","Universidade da Coruña"
"7199072","Department of Applied Mathematics, Faculty of Mathematical Science, Ferdowsi University of Mashhad","00g6ka752","TP","","Ferdowsi University of Mashhad"
"7199072","Department of Mathematics, Faculty of Mathematical Science and Computer, Kharazmi University","05hsgex59","TP","","Kharazmi University"
"7199072","Department of Mathematics, Kosar University of Bojnord","01e7e7r31","TP","","Kosar University of Bojnord"
"7199073","Department of Mathematics, Baylor University","5781934","TP","","Baylor University"
"7199116","School of Mathematics, Statistics and Physics, Newcastle University","01kj2bm70","TP","","Newcastle University"
"7199117","School of Mathematical Sciences, Chongqing Normal University","01dcw5w74","TP","","Chongqing Normal University"
"7199117","Department of Mathematics, University of Rijeka","05r8dqr10","TP","","University of Rijeka"
"7199117","School of Mathematics, Sichuan University","011ashp19","TP","","Sichuan University"
"7199118","Indian Statistical Institute","00q2w1j53","TP","","Indian Statistical Institute"
"7199118","Basque Center for Applied Mathematics","","FN","",""
"7199118","Departamento de Matemática, ICMC ‐ Universidade de São Paulo","01pgex273","FP_wrong","","Integrated Cardio Metabolic Centre"
"7199119","Institut de Mathématiques de Marseille UMR 7373 CNRS","00675rp98","FP_wrong","","Centre National pour la Recherche Scientifique et Technique (CNRST)"
"7199119","Aix Marseille Université, CNRS, Centrale Marseille, I2M","035xkbk20;00675rp98;040baw385","FP_partial","","Aix-Marseille Université;Centrale Marseille;Centre National pour la Recherche Scientifique et Technique (CNRST)"
"7199119","CRM, Université de Montréal","0161xgx34","TP","","Université de Montréal"
"7199120","School of Mathematical Sciences, Clemson University","037s24f05","TP","","Clemson University"
"7199120","Department of Mathematical Sciences, Kent State University","049pfb863","TP","","Kent State University"
"7199121","Institute of Applied Mathematics, Khabarovsk Division","","TN","",""
"7199121","Laboratoire Paul Painlevé LABEX‐CEMPI, Université de Lille","0546v5182","TP","","Université de Lille"
"7199121","Steklov Mathematical Institute of Russian Academy of Sciences, National Research University Higher School of Economics","055f7t516","TP","","National Research University Higher School of Economics"
"7199122","Laboratoire de Probabilités, Statistique et Modélisation, Sorbonne Université, Université de Paris, CNRS","02en5vm52;05f82e368;00675rp98","FP_partial","","Université Paris Cité;Sorbonne Université;Centre National pour la Recherche Scientifique et Technique (CNRST)"
"7199122","Weierstrass Institute","00h1x4t21","TP","","Weierstrass Institute for Applied Analysis and Stochastics"
"7199122","Institut für Mathematik, Technische Universität Berlin","03v4gjf40","TP","","Technische Universität Berlin"
"7199123","Department of Mathematics, Northwestern University","000e0be47","TP","","Northwestern University"
"7199124","Mathematical Institute, University of Oxford","052gg0110","TP","","University of Oxford"
"7199124","Laboratoire de Mathématiques de Versailles, Université de Versailles Saint‐Quentin‐en‐Yvelines","03mkjjy25","TP","","Université de Versailles Saint-Quentin-en-Yvelines"
"7199125","Department of Mathematics, The Pennsylvania State University","04p491231","TP","","Pennsylvania State University"
"7199125","Einstein Institute of Mathematics, Edmond J. Safra Campus, The Hebrew University of Jerusalem","03qxff017","TP","","Hebrew University of Jerusalem"
"7199126","Departamento de Matematicas, CINVESTAV","009eqmr18","TP","","Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"
"7199126","Department of Mathematics and Statistics, University of Alaska Fairbanks","01j7nq853","TP","","University of Alaska Fairbanks"
"7199127","Department of Mathematics, KTH Royal Institute of Technology","026vcq606","TP","","KTH Royal Institute of Technology"
"7199128","Department of Mathematics, University College London","02jx3x895","TP","","University College London"
"7199128","Department of Mathematics, London School of Economics","0090zs177","TP","","London School of Economics and Political Science"
"7199128","School of Mathematics, University of Birmingham","03angcq70","TP","","University of Birmingham"
"7199128","Department of Mathematics, University of Illinois at Urbana‐Champaign","047426m28","TP","","University of Illinois Urbana-Champaign"
"7199128","Korteweg de Vries Institute for Mathematics, University of Amsterdam","04dkp9463","TP","","University of Amsterdam"
"7199129","Graduate School of Mathematics Nagoya University","04chrp450","TP","","Nagoya University"
"7199130","Univ Brest, UMR CNRS 6205, LMBA","015m7wh34;02ght4n58","FP_partial","","Université de Rennes;Laboratoire de Mathématiques de Bretagne Atlantique"
"7199130","Université Paris-Dauphine, PSL Research University, Ceremade","052bz7812","TP","","Université Paris Dauphine-PSL"
"7199130","Université Paris-Dauphine, PSL Research University, Ceremade","013cjyk83","TP","","Université Paris Sciences et Lettres"
"7199131","Dipartimento di Matematica F. Brioschi Politecnico di Milano","","TN","",""
"7199131","Dipartimento di Matematica Università di Trento","02k7v4d05","FP_wrong","","University of Bern"
"7199133","School of Mathematical and Statistical Sciences University of Texas RGV","01gek1696","TP","","The University of Texas System"
